10.0,22.36,29.02,3500.0,59.19,
20.0,92.36,14.54,13228.0,61.88,
30.0,214.74,11.22,6398.0,113.64,
40.0,389.88,11.15,6826.0,41.78,
50.0,607.16,9.43,13800.0,164.73,
60.0,883.66,11.17,6716.0,14.38,
70.0,1192.1,8.36,9060.0,20.7,
80.0,1566.98,6.87,10844.0,14.11,
90.0,1933.66,8.14,13404.0,11.75,
100.0,2418.54,8.18,16302.0,10.94,
