10.0,21.66,25.11,1826.0,22.29,
20.0,87.82,15.14,1518.0,22.65,
30.0,221.86,14.6,3134.0,35.44,
40.0,390.14,11.62,5038.0,10.5,
50.0,616.3,8.33,7630.0,8.71,
60.0,883.3,8.04,10444.0,6.73,
70.0,1207.48,7.1,13724.0,4.04,
80.0,1584.86,8.33,17660.0,4.76,
90.0,1980.86,7.26,21898.0,4.76,
100.0,2471.38,7.16,17764.0,37.39,
